"x","y"
-0.664613225962967,6.64318695058336
0.397653157357126,0.867769263133747
-0.583790290635079,4.87419870410386
0.0542391045019031,-0.183246817062756
-0.132237462326884,0.736208317040611
0.992706774733961,6.30500502153712
-0.0219168392941356,0.905960258575148
0.983360331971198,7.07359494563737
0.152926614508033,0.390649810618894
0.961129115894437,6.73550930720166
-0.0740328431129456,0.840020356478555
-0.125599379185587,0.862036774619557
-0.174612006172538,0.160479134892734
-0.659739952534437,6.35459403984036
-0.190002590417862,1.0041319268092
-0.258195743430406,1.19543804602132
0.386366627179086,0.682246807602172
0.386279542930424,0.920349187189053
0.487495048437268,0.989305301257192
0.503089522477239,0.913344115807723
0.883053032215685,5.05537329557033
0.422868278808892,0.496916667202811
-0.336431072093546,1.39978910500657
-0.105814600363374,1.1464105807188
0.6685516894795,2.31355763329952
-0.670064416248351,6.9058195186117
-0.505451736040413,4.94870153085204
0.317459444515407,0.0504891038177994
0.454866411164403,0.753222891979401
-0.717998925130814,7.66332306059504
0.58838258869946,0.927611639324136
0.86975584924221,4.18728545450033
0.810643478296697,4.02733667491699
0.172356848604977,-0.177334239639587
0.827767635229975,3.89495210848393
0.449547202326357,1.27024627479217
0.530738207977265,0.97973739680501
0.269863715395331,0.506067969594886
-0.452140158973634,2.74112934153729
-0.68572773039341,6.05031590894483
-0.520096831489354,4.78834132382301
-0.683028033468872,6.23801393196601
0.15777110029012,-0.336691477232601
-0.885619419626892,10.5980790943808
0.550557173322886,1.38442773451811
-0.262435488868505,1.88203745255076
-0.447384908795357,3.15842215645921
-0.923380254302174,11.3665324135543
-0.0530877499841154,0.584839526507687
0.840927429497242,4.79920747852019
0.87569068511948,5.09798012000516
-0.340891654603183,2.7733239356389
0.82327260542661,4.07056755305831
-0.763056780211627,7.48387375495157
0.597963637672365,2.45057352032114
0.31917885132134,-0.15089263556093
0.519509261939675,0.87496670523184
0.985031219664961,6.21840567123479
0.18769166758284,-0.206774819382265
0.93629058310762,5.90594242523791
-0.794445365667343,8.60664689060713
-0.0773567124269903,0.397697685975694
-0.583043620921671,5.10682160196136
0.972008005250245,5.77781221126069
0.190127212554216,-0.332427624553873
0.928977766539901,6.2564646519723
0.689054533373564,2.66020918175381
0.275784754194319,-0.35208269853748
0.878542371094227,4.31658206711978
-0.761532368604094,8.84022557328792
-0.645029271021485,6.52629292573159
-0.185129996854812,1.05365972278184
0.360705421771854,-0.259610065550174
-0.6464833477512,5.71991543469703
-0.423137199599296,3.35795717737995
-0.853001530282199,10.0164744864316
-0.831917149946094,9.33651244436663
-0.182261032983661,0.614628924092621
0.108825671486557,0.208286441758751
-0.175211980007589,1.65108258604413
0.595390558708459,1.57336694015815
0.781169942580163,3.03498227470778
-0.734443398192525,7.7440309571104
-0.0191333661787212,-0.3812182285355
-0.256425786297768,2.18361965402256
-0.0648909853771329,0.69531523253104
-0.170735279563814,0.907487677056399
0.255754310637712,-0.296881484871055
0.923411131370813,5.75719083388848
-0.0271243937313557,0.208347369302479
0.165826939046383,-0.935550888858732
0.601886675227433,1.23365909446682
0.305840105284005,-0.119417308259856
-0.145824197679758,0.456507068695303
-0.0595033634454012,0.454897095821143
0.290982916485518,-0.216512523395641
-0.361474566627294,2.7952037123153
-0.208711939398199,0.0838890937509486
0.285351607948542,-0.076541173665446
-0.747091904748231,8.04354112340379
